Block;Date_C_O;Date_C_A;Date;Generation;Rack;Row;Column;Treatment;Line;Fruit_s;Nb_eggs;Obs_O;Nb_adults;Obs_A;Comment;Recount_Nb_eggs;Obs_recount_eggs;Acariens;Nb_adults_dead;Recount_Nb_adults;Obs_recount_adults
;;2//3/2018;03/02/2018;15;B;1;9;Cranberry;CRE;Cranberry;;;70;AA;;;;;;;
;;2//3/2018;03/02/2018;15;B;2;9;Cranberry;CRE;Cranberry;;;23;AA;;;;;;;
;;2//3/2018;03/02/2018;15;B;3;9;Cranberry;CRE;Cranberry;;;55;AA;;;;;;;
;;2//3/2018;03/02/2018;15;B;4;9;Cranberry;CRE;Cranberry;;;55;AA;;;;;;;
;;2//3/2018;03/02/2018;15;B;5;9;Cranberry;CRE;Cranberry;;;33;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;1;Strawberry;FRA;Strawberry;;;33;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;1;Strawberry;FRA;Strawberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;1;Strawberry;FRA;Strawberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;1;Strawberry;FRA;Strawberry;;;29;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;1;Strawberry;FRA;Strawberry;;;19;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;1;Strawberry;FRA;Strawberry;;;30;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;1;Strawberry;FRA;Strawberry;;;42;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;1;Strawberry;FRA;Strawberry;;;29;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;1;Strawberry;FRA;Strawberry;;;38;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;1;Strawberry;FRA;Strawberry;;;19;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;2;Strawberry;FRA;Strawberry;;;21;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;2;Strawberry;FRA;Strawberry;;;22;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;2;Strawberry;FRA;Strawberry;;;31;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;2;Strawberry;FRA;Strawberry;;;44;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;2;Strawberry;FRA;Strawberry;;;29;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;2;Strawberry;FRA;Strawberry;;;0;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;2;Strawberry;FRA;Strawberry;;;45;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;2;Strawberry;FRA;Strawberry;;;2;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;2;Strawberry;FRA;Strawberry;;;12;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;2;Strawberry;FRA;Strawberry;;;37;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;3;Strawberry;FRA;Strawberry;;;26;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;3;Strawberry;FRA;Strawberry;;;24;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;3;Strawberry;FRA;Strawberry;;;18;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;3;Strawberry;FRA;Strawberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;3;Strawberry;FRA;Strawberry;;;34;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;4;Cranberry;CRB;Cranberry;;;62;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;4;Cranberry;CRB;Cranberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;4;Cranberry;CRB;Cranberry;;;57;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;4;Cranberry;CRB;Cranberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;4;Cranberry;CRB;Cranberry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;4;Cranberry;CRB;Cranberry;;;43;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;4;Cranberry;CRB;Cranberry;;;43;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;4;Cranberry;CRB;Cranberry;;;54;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;4;Cranberry;CRB;Cranberry;;;59;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;4;Cranberry;CRB;Cranberry;;;28;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;5;Cranberry;CRB;Cranberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;5;Cranberry;CRB;Cranberry;;;28;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;5;Cranberry;CRB;Cranberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;5;Cranberry;CRB;Cranberry;;;23;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;5;Cranberry;CRB;Cranberry;;;19;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;5;Cranberry;CRB;Cranberry;;;50;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;5;Cranberry;CRB;Cranberry;;;56;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;5;Cranberry;CRB;Cranberry;;;25;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;5;Cranberry;CRB;Cranberry;;;46;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;5;Cranberry;CRB;Cranberry;;;31;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;6;Cranberry;CRB;Cranberry;;;55;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;6;Cranberry;CRB;Cranberry;;;16;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;6;Cranberry;CRB;Cranberry;;;45;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;6;Cranberry;CRB;Cranberry;;;42;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;6;Cranberry;CRB;Cranberry;;;69;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;7;Cherry;CEC;Cherry;;;32;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;7;Cherry;CEC;Cherry;;;35;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;7;Cherry;CEC;Cherry;;;42;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;7;Cherry;CEC;Cherry;;;44;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;7;Cherry;CEC;Cherry;;;50;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;7;Cherry;CEC;Cherry;;;36;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;7;Cherry;CEC;Cherry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;7;Cherry;CEC;Cherry;;;17;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;7;Cherry;CEC;Cherry;;;23;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;7;Cherry;CEC;Cherry;;;26;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;8;Cherry;CEC;Cherry;;;61;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;8;Cherry;CEC;Cherry;;;44;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;8;Cherry;CEC;Cherry;;;30;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;8;Cherry;CEC;Cherry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;8;Cherry;CEC;Cherry;;;37;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;6;8;Cherry;CEC;Cherry;;;42;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;7;8;Cherry;CEC;Cherry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;8;8;Cherry;CEC;Cherry;;;12;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;9;8;Cherry;CEC;Cherry;;;41;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;10;8;Cherry;CEC;Cherry;;;12;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;1;9;Cherry;CEC;Cherry;;;30;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;2;9;Cherry;CEC;Cherry;;;52;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;3;9;Cherry;CEC;Cherry;;;60;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;4;9;Cherry;CEC;Cherry;;;67;AA;;;;;;;
;;2//3/2018;03/02/2018;15;C;5;9;Cherry;CEC;Cherry;;;53;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;1;Cranberry;CRD;Cranberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;1;Cranberry;CRD;Cranberry;;;34;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;1;Cranberry;CRD;Cranberry;;;54;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;1;Cranberry;CRD;Cranberry;;;46;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;1;Cranberry;CRD;Cranberry;;;36;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;6;1;Cranberry;CRD;Cranberry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;7;1;Cranberry;CRD;Cranberry;;;41;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;8;1;Cranberry;CRD;Cranberry;;;46;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;9;1;Cranberry;CRD;Cranberry;;;44;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;10;1;Cranberry;CRD;Cranberry;;;20;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;2;Cranberry;CRD;Cranberry;;;53;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;2;Cranberry;CRD;Cranberry;;;48;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;2;Cranberry;CRD;Cranberry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;2;Cranberry;CRD;Cranberry;;;70;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;2;Cranberry;CRD;Cranberry;;;23;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;6;2;Cranberry;CRD;Cranberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;7;2;Cranberry;CRD;Cranberry;;;62;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;8;2;Cranberry;CRD;Cranberry;;;45;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;9;2;Cranberry;CRD;Cranberry;;;32;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;10;2;Cranberry;CRD;Cranberry;;;23;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;3;Cranberry;CRD;Cranberry;;;68;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;3;Cranberry;CRD;Cranberry;;;48;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;3;Cranberry;CRD;Cranberry;;;51;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;3;Cranberry;CRD;Cranberry;;;42;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;3;Cranberry;CRD;Cranberry;;;63;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;4;Strawberry;FRC;Strawberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;4;Strawberry;FRC;Strawberry;;;59;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;4;Strawberry;FRC;Strawberry;;;52;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;4;Strawberry;FRC;Strawberry;;;59;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;4;Strawberry;FRC;Strawberry;;;62;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;6;4;Strawberry;FRC;Strawberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;7;4;Strawberry;FRC;Strawberry;;;7;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;8;4;Strawberry;FRC;Strawberry;;;12;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;9;4;Strawberry;FRC;Strawberry;;;52;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;10;4;Strawberry;FRC;Strawberry;;;43;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;5;Strawberry;FRC;Strawberry;;;25;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;5;Strawberry;FRC;Strawberry;;;36;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;5;Strawberry;FRC;Strawberry;;;28;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;5;Strawberry;FRC;Strawberry;;;54;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;5;Strawberry;FRC;Strawberry;;;34;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;6;5;Strawberry;FRC;Strawberry;;;40;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;7;5;Strawberry;FRC;Strawberry;;;49;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;8;5;Strawberry;FRC;Strawberry;;;6;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;9;5;Strawberry;FRC;Strawberry;;;45;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;10;5;Strawberry;FRC;Strawberry;;;39;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;1;6;Strawberry;FRC;Strawberry;;;15;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;2;6;Strawberry;FRC;Strawberry;;;15;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;3;6;Strawberry;FRC;Strawberry;;;38;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;4;6;Strawberry;FRC;Strawberry;;;43;AA;;;;;;;
;;2//3/2018;03/02/2018;15;D;5;6;Strawberry;FRC;Strawberry;;;37;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;1;Cherry;CEA;Cherry;;;47;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;1;Cherry;CEA;Cherry;;;64;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;1;Cherry;CEA;Cherry;;;46;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;1;Cherry;CEA;Cherry;;;38;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;1;Cherry;CEA;Cherry;;;45;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;1;Cherry;CEA;Cherry;;;60;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;1;Cherry;CEA;Cherry;;;63;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;1;Cherry;CEA;Cherry;;;35;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;1;Cherry;CEA;Cherry;;;65;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;1;Cherry;CEA;Cherry;;;61;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;2;Cherry;CEA;Cherry;;;24;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;2;Cherry;CEA;Cherry;;;66;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;2;Cherry;CEA;Cherry;;;42;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;2;Cherry;CEA;Cherry;;;80;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;2;Cherry;CEA;Cherry;;;37;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;2;Cherry;CEA;Cherry;;;42;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;2;Cherry;CEA;Cherry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;2;Cherry;CEA;Cherry;;;56;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;2;Cherry;CEA;Cherry;;;54;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;2;Cherry;CEA;Cherry;;;59;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;3;Cherry;CEA;Cherry;;;32;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;3;Cherry;CEA;Cherry;;;36;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;3;Cherry;CEA;Cherry;;;65;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;3;Cherry;CEA;Cherry;;;66;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;3;Cherry;CEA;Cherry;;;59;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;4;Strawberry;FRB;Strawberry;;;24;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;4;Strawberry;FRB;Strawberry;;;50;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;4;Strawberry;FRB;Strawberry;;;16;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;4;Strawberry;FRB;Strawberry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;4;Strawberry;FRB;Strawberry;;;18;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;4;Strawberry;FRB;Strawberry;;;54;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;4;Strawberry;FRB;Strawberry;;;41;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;4;Strawberry;FRB;Strawberry;;;44;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;4;Strawberry;FRB;Strawberry;;;71;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;4;Strawberry;FRB;Strawberry;;;33;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;5;Strawberry;FRB;Strawberry;;;75;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;5;Strawberry;FRB;Strawberry;;;31;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;5;Strawberry;FRB;Strawberry;;;36;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;5;Strawberry;FRB;Strawberry;;;47;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;5;Strawberry;FRB;Strawberry;;;52;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;5;Strawberry;FRB;Strawberry;;;40;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;5;Strawberry;FRB;Strawberry;;;28;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;5;Strawberry;FRB;Strawberry;;;65;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;5;Strawberry;FRB;Strawberry;;;93;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;5;Strawberry;FRB;Strawberry;;;15;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;6;Strawberry;FRB;Strawberry;;;43;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;6;Strawberry;FRB;Strawberry;;;37;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;6;Strawberry;FRB;Strawberry;;;31;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;6;Strawberry;FRB;Strawberry;;;75;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;6;Strawberry;FRB;Strawberry;;;21;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;7;Cranberry;CRC;Cranberry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;7;Cranberry;CRC;Cranberry;;;50;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;7;Cranberry;CRC;Cranberry;;;39;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;7;Cranberry;CRC;Cranberry;;;53;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;7;Cranberry;CRC;Cranberry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;7;Cranberry;CRC;Cranberry;;;35;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;7;Cranberry;CRC;Cranberry;;;36;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;7;Cranberry;CRC;Cranberry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;7;Cranberry;CRC;Cranberry;;;42;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;7;Cranberry;CRC;Cranberry;;;46;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;8;Cranberry;CRC;Cranberry;;;41;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;8;Cranberry;CRC;Cranberry;;;38;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;8;Cranberry;CRC;Cranberry;;;43;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;8;Cranberry;CRC;Cranberry;;;73;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;8;Cranberry;CRC;Cranberry;;;39;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;6;8;Cranberry;CRC;Cranberry;;;37;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;7;8;Cranberry;CRC;Cranberry;;;47;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;8;8;Cranberry;CRC;Cranberry;;;24;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;9;8;Cranberry;CRC;Cranberry;;;36;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;10;8;Cranberry;CRC;Cranberry;;;37;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;1;9;Cranberry;CRC;Cranberry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;2;9;Cranberry;CRC;Cranberry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;3;9;Cranberry;CRC;Cranberry;;;36;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;4;9;Cranberry;CRC;Cranberry;;;62;AA;;;;;;;
;;23//3/2018;23/3/2018;16;A;5;9;Cranberry;CRC;Cranberry;;;20;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;1;Cranberry;CRA;Cranberry;;;41;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;1;Cranberry;CRA;Cranberry;;;41;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;1;Cranberry;CRA;Cranberry;;;35;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;1;Cranberry;CRA;Cranberry;;;55;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;1;Cranberry;CRA;Cranberry;;;52;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;6;1;Cranberry;CRA;Cranberry;;;23;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;7;1;Cranberry;CRA;Cranberry;;;25;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;8;1;Cranberry;CRA;Cranberry;;;28;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;9;1;Cranberry;CRA;Cranberry;;;22;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;10;1;Cranberry;CRA;Cranberry;;;30;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;2;Cranberry;CRA;Cranberry;;;42;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;2;Cranberry;CRA;Cranberry;;;58;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;2;Cranberry;CRA;Cranberry;;;39;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;2;Cranberry;CRA;Cranberry;;;13;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;2;Cranberry;CRA;Cranberry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;6;2;Cranberry;CRA;Cranberry;;;51;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;7;2;Cranberry;CRA;Cranberry;;;31;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;8;2;Cranberry;CRA;Cranberry;;;45;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;9;2;Cranberry;CRA;Cranberry;;;32;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;10;2;Cranberry;CRA;Cranberry;;;5;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;3;Cranberry;CRA;Cranberry;;;15;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;3;Cranberry;CRA;Cranberry;;;53;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;3;Cranberry;CRA;Cranberry;;;45;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;3;Cranberry;CRA;Cranberry;;;23;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;3;Cranberry;CRA;Cranberry;;;27;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;4;Cherry;CEB;Cherry;;;65;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;4;Cherry;CEB;Cherry;;;61;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;4;Cherry;CEB;Cherry;;;71;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;4;Cherry;CEB;Cherry;;;59;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;4;Cherry;CEB;Cherry;;;40;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;6;4;Cherry;CEB;Cherry;;;42;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;7;4;Cherry;CEB;Cherry;;;30;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;8;4;Cherry;CEB;Cherry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;9;4;Cherry;CEB;Cherry;;;47;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;10;4;Cherry;CEB;Cherry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;5;Cherry;CEB;Cherry;;;39;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;5;Cherry;CEB;Cherry;;;55;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;5;Cherry;CEB;Cherry;;;41;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;5;Cherry;CEB;Cherry;;;22;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;5;Cherry;CEB;Cherry;;;55;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;6;5;Cherry;CEB;Cherry;;;58;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;7;5;Cherry;CEB;Cherry;;;47;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;8;5;Cherry;CEB;Cherry;;;54;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;9;5;Cherry;CEB;Cherry;;;48;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;10;5;Cherry;CEB;Cherry;;;16;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;6;Cherry;CEB;Cherry;;;32;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;6;Cherry;CEB;Cherry;;;57;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;6;Cherry;CEB;Cherry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;6;Cherry;CEB;Cherry;;;53;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;5;6;Cherry;CEB;Cherry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;1;7;Cranberry;CRE;Cranberry;;;33;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;2;7;Cranberry;CRE;Cranberry;;;49;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;3;7;Cranberry;CRE;Cranberry;;;62;AA;;;;;;;
;;23//3/2018;23/3/2018;16;B;4;7;Cranberry;CRE;Cranberry;;;39;AA;;;;;;;
